,percent_monthly_change,percent_yearly_change,percent_change_week,52weekHigh,52weekLow,percent_ADR/GDR,percent_div_yeild,eps_ttm,FIIs,FV,percent_foreign_collaborators,percent_freefloat,percent_indian_promoters,percent_indian_inst_mutual_funds,market_cap,num_of_shares,P/CF,P/E,percent_pledged_promoter_holding,price,sector,shareholders,volume,incorporate_year,cluster
NDTV,-0.01,0.087,-0.026000000000000002,53.2,19.2,0.0,0.0,4.5,0.028999999999999998,4.0,0.0,0.35200000000000004,0.615,0.005,2266000000.0,64470000.0,6.5,7.7,0.0,35.2,27.0,39489.0,0.0,1988.0,14
NEST,-0.048,0.324,-0.001,18301.0,12235.0,0.0,0.7,215.8,0.125,10.0,0.628,0.203,0.0,0.045,1582252000000.0,96420000.0,81.5,76.1,0.0,16410.0,5.0,62821.0,200.0,1959.0,1
NFIR,-0.125,0.667,0.0,0.9,0.3,0.0,0.0,-7.5,0.146,2.0,0.0,0.11900000000000001,0.7190000000000001,0.017,205000000.0,292270000.0,-0.1,-0.1,0.26,0.7,6.0,13948.0,33100.0,1995.0,14
NHPC,0.126,-0.022000000000000002,0.099,29.0,15.2,0.0,5.7,2.4,0.019,10.0,0.0,0.083,0.86,0.039,251858000000.0,11070670000.0,7.2,9.5,0.0,22.8,38.0,1011376.0,2700.0,1975.0,13
NIIT,0.353,0.428,0.304,140.0,53.6,0.0,3.9,16.8,0.135,2.0,0.0,0.39299999999999996,0.342,0.13,21200000000.0,165170000.0,74.0,7.6,0.0,128.4,42.0,79577.0,5800.0,1981.0,14
NIITT,0.157,0.408,-0.015,2079.4,739.1,0.0,0.8,76.6,0.33299999999999996,10.0,0.0,0.19699999999999998,0.313,0.159,120032000000.0,61040000.0,27.5,25.7,0.0,1966.5,42.0,46893.0,700.0,2004.0,6
NILK,0.184,0.419,0.127,1544.2,911.0,0.0,0.6,81.8,0.023,10.0,0.0,0.294,0.6409999999999999,0.042,21029000000.0,14920000.0,15.9,17.2,0.0,1409.5,37.0,11254.0,600.0,1985.0,14
NITCO,0.204,0.006999999999999999,-0.024,34.3,10.8,0.0,0.0,-11.3,0.10800000000000001,10.0,0.0,0.4,0.489,0.003,1129000000.0,54690000.0,-5.4,-1.8,0.873,20.7,8.0,13703.0,7100.0,1966.0,14
NMPW,0.47100000000000003,0.41200000000000003,0.462,171.0,56.3,0.0,1.6,-16.6,0.0,10.0,0.08,0.358,0.562,0.001,1626000000.0,10100000.0,5.0,-9.7,0.0,161.0,6.0,9709.0,8800.0,1984.0,14
NOCIL,0.14,0.436,0.021,127.5,44.7,0.0,2.0,7.9,0.004,10.0,0.0,0.585,0.36700000000000005,0.044000000000000004,20512000000.0,165420000.0,9.8,15.7,0.049,124.0,34.0,126484.0,48600.0,1961.0,14
NOTO,-0.111,0.068,-0.057,6.2,2.4,0.0,0.0,-2.1,0.08900000000000001,10.0,0.0,0.494,0.264,0.153,614000000.0,186200000.0,8.3,-1.6,0.0,3.3,12.0,89215.0,49800.0,1996.0,14
NRAG,0.156,0.648,0.12,48.0,17.1,0.0,0.0,1.0,0.0,1.0,0.0,0.252,0.748,0.0,7000000000.0,155910000.0,58.2,44.4,0.0,44.9,9.0,9382.0,300.0,1994.0,14
NRBB,0.132,-0.047,0.132,118.1,48.5,0.0,2.9,0.8,0.19,2.0,0.0,0.161,0.601,0.048,8587000000.0,96920000.0,5.9,109.1,0.0,88.6,2.0,9147.0,2100.0,1965.0,14
NRCN,0.153,-0.35100000000000003,0.09699999999999999,70.9,15.9,0.0,4.5,5.8,0.315,2.0,0.0,0.361,0.213,0.111,20125000000.0,555930000.0,2.6,6.2,0.29600000000000004,36.2,12.0,66513.0,60500.0,1990.0,14
NRSP,0.2,-0.166,0.03,57.4,22.1,0.0,1.2,-14.8,0.001,5.0,0.0,0.35100000000000003,0.648,0.0,1481000000.0,36070000.0,2.4,-2.8,0.0,41.1,47.0,39677.0,2800.0,1980.0,14
NTFR,-0.11900000000000001,0.501,0.054000000000000006,45.0,15.0,0.0,4.9,3.0,0.0,10.0,0.0,0.036000000000000004,0.897,0.067,18814000000.0,490580000.0,4.7,12.6,0.0,38.4,19.0,43551.0,6600.0,1974.0,14
NTML,0.124,0.201,0.008,139.5,62.0,0.0,4.5,9.1,0.062,1.0,0.0,0.026000000000000002,0.8,0.11199999999999999,378433000000.0,3964720000.0,7.7,10.5,0.0,95.5,29.0,191586.0,3100.0,1958.0,10
NTPC,0.185,-0.11800000000000001,0.11,129.6,74.0,0.0,5.7,5.3,0.107,10.0,0.0,0.027999999999999997,0.75,0.11599999999999999,1047834000000.0,9894560000.0,4.4,19.8,0.0,105.9,38.0,743802.0,111400.0,1975.0,3
NTPH,0.168,0.56,0.043,898.0,450.0,0.0,0.2,27.6,0.166,10.0,0.015,0.26,0.52,0.078,141659000000.0,166150000.0,19.6,30.9,0.0,852.6,35.0,25395.0,400.0,1981.0,6
NUSE,0.584,0.41,-0.006,478.0,170.0,0.0,1.8,27.5,0.086,10.0,0.0,0.28300000000000003,0.606,0.025,14489000000.0,32400000.0,17.2,16.3,0.0,447.2,42.0,16589.0,100.0,1986.0,14
NVRT,0.044000000000000004,0.139,-0.025,780.0,420.1,0.0,0.1,0.3,0.016,5.0,0.75,0.215,0.0,0.02,216372000000.0,335460000.0,393.8,2146.5,0.0,645.0,35.0,41647.0,200.0,1947.0,6
NWSE,0.26899999999999996,0.095,0.076,816.9,381.1,0.0,0.4,33.2,0.087,10.0,0.018000000000000002,0.22899999999999998,0.618,0.049,40543000000.0,70460000.0,21.1,17.3,0.0,575.5,30.0,12392.0,4000.0,1939.0,5
NYVL,0.17,0.031,0.098,62.6,35.1,0.0,8.0,5.6,0.001,10.0,0.0,0.016,0.9,0.083,86135000000.0,1528570000.0,2.7,10.1,0.0,56.4,38.0,95192.0,2600.0,1956.0,5
OIL,-0.012,-0.32799999999999996,0.031,174.8,66.0,0.0,10.4,23.8,0.098,10.0,0.0,0.142,0.6759999999999999,0.084,106760000000.0,1084410000.0,2.3,4.1,0.0,98.5,17.0,112961.0,15000.0,1959.0,5
OMAXE,0.11900000000000001,-0.622,-0.021,222.2,59.6,0.0,1.0,2.7,0.111,10.0,0.0,0.115,0.75,0.024,13461000000.0,182900000.0,23.4,26.9,0.755,73.6,12.0,75160.0,0.0,1989.0,14
OMDCL,0.46299999999999997,3.805,0.055,3140.0,542.4,0.0,0.0,-127.8,0.02,1.0,0.0,0.322,0.5,0.158,15961000000.0,6000000.0,102.1,-20.8,0.0,2660.2,29.0,15661.0,0.0,1918.0,14
ONGC,-0.002,-0.34700000000000003,0.019,149.7,51.8,0.0,8.5,10.3,0.069,5.0,0.0,0.136,0.6890000000000001,0.106,1036926000000.0,12833240000.0,1.9,7.8,0.0,80.8,17.0,473750.0,24800.0,1959.0,3
ONMG,0.39399999999999996,0.348,0.043,45.4,13.0,0.0,3.4,2.4,0.061,10.0,0.446,0.449,0.040999999999999995,0.003,4604000000.0,114250000.0,10.0,16.7,0.0,40.3,45.0,45961.0,7800.0,2000.0,14
OPCT,-0.218,1.03,-0.027000000000000003,19.9,1.5,0.0,0.0,-51.3,0.20199999999999999,10.0,0.054000000000000006,0.498,0.228,0.018000000000000002,1800000000.0,242320000.0,3.7,-0.1,0.0,7.4,16.0,91923.0,1900.0,1992.0,14
OREX,0.138,-0.304,0.004,118.9,47.0,0.0,0.0,16.5,0.0,10.0,0.0,0.451,0.531,0.018000000000000002,955000000.0,13990000.0,3.0,4.1,0.0,68.3,47.0,6842.0,0.0,1983.0,14
ORHT,0.165,-0.382,0.08900000000000001,44.9,13.2,0.115,2.2,-0.4,0.0,1.0,0.063,0.20600000000000002,0.51,0.107,4152000000.0,178600000.0,3.6,-59.9,0.018000000000000002,23.3,22.0,13801.0,23500.0,1970.0,14
ORPR,-0.003,-0.16899999999999998,-0.038,34.8,11.6,0.0,6.1,1.0,0.001,1.0,0.0,0.386,0.382,0.231,3842000000.0,204880000.0,2.9,19.3,0.0,18.8,33.0,20940.0,1600.0,1936.0,14
OXAU,0.469,0.258,0.122,66.7,18.7,0.0,0.0,20.7,0.0,10.0,0.0,0.43700000000000006,0.562,0.0,1021000000.0,21390000.0,5.1,2.3,0.0,47.8,2.0,11354.0,300.0,1985.0,14
PAGE,0.078,0.15,0.084,26891.0,16186.8,0.0,0.7,307.8,0.326,10.0,0.518,0.081,0.0,0.075,233593000000.0,11150000.0,55.0,68.1,0.0,20950.0,47.0,10480.0,100.0,1995.0,13
PANB,-0.045,0.535,0.008,263.0,90.0,0.0,0.0,22.3,0.013000000000000001,1.0,0.0,0.23600000000000002,0.745,0.006,11739000000.0,61250000.0,12.4,8.6,0.35100000000000003,191.7,35.0,10259.0,38700.0,1985.0,14
PARS,0.107,-0.009000000000000001,-0.038,3.9,1.2,0.0,0.0,-2.1,0.099,5.0,0.0,0.157,0.743,0.001,1445000000.0,435180000.0,-0.4,-1.6,0.87,3.3,12.0,205085.0,35600.0,1990.0,14
PATEL,-0.006,0.621,0.013000000000000001,21.9,7.2,0.0,0.0,4.8,0.023,1.0,0.0,0.45,0.457,0.071,1097000000.0,76810000.0,0.5,3.0,0.28300000000000003,14.3,12.0,70083.0,2200.0,1949.0,14
PCJL,0.049,-0.479,0.03,44.9,7.8,0.0,0.0,2.2,0.13,10.0,0.0,0.141,0.706,0.024,5860000000.0,358000000.0,30.0,7.5,0.0,16.4,20.0,21210.0,2000.0,2005.0,14
PEARL,0.281,0.11900000000000001,0.028999999999999998,202.0,82.5,0.0,1.4,27.1,0.054000000000000006,10.0,0.132,0.214,0.534,0.066,3145000000.0,21660000.0,6.9,5.4,0.0,145.2,47.0,21962.0,200.0,1989.0,14
PEFO,0.47200000000000003,0.044000000000000004,-0.064,93.0,17.4,0.0,0.0,-0.2,0.045,1.0,0.0,0.537,0.409,0.009000000000000001,6879000000.0,185420000.0,2.5,-244.2,0.519,37.1,27.0,15403.0,12100.0,1997.0,14
PERSL,0.434,1.088,0.125,1128.4,420.0,0.0,0.9,42.5,0.27399999999999997,10.0,0.0,0.239,0.39,0.098,88724000000.0,80000000.0,18.4,26.1,0.0,1109.1,42.0,22854.0,500.0,1990.0,5
PFC,0.193,-0.059000000000000004,0.059000000000000004,133.3,74.2,0.0,7.9,26.3,0.11800000000000001,10.0,0.0,0.057999999999999996,0.728,0.096,260708000000.0,2640080000.0,4.0,3.8,0.0,98.8,24.0,205798.0,11100.0,1986.0,13
PFIZ,0.122,0.6779999999999999,0.07200000000000001,5173.0,2860.0,0.0,0.5,111.3,0.049,10.0,0.639,0.237,0.0,0.075,222784000000.0,45750000.0,44.5,43.8,0.0,4869.6,35.0,85207.0,1800.0,1950.0,6
PGILT,0.255,0.41,0.057999999999999996,49.0,21.5,0.0,2.2,7.9,0.001,10.0,0.0,0.23600000000000002,0.741,0.022000000000000002,8361000000.0,180010000.0,16.4,5.9,0.0,46.5,24.0,29479.0,9200.0,1996.0,14
PGRID,0.017,-0.08800000000000001,0.036000000000000004,211.2,129.8,0.0,4.7,17.4,0.26899999999999996,10.0,0.0,0.071,0.579,0.08199999999999999,967842000000.0,5231580000.0,4.2,10.6,0.0,185.0,38.0,804569.0,5700.0,1989.0,3
PHIL,0.205,0.084,-0.002,147.4,54.2,0.0,0.6,16.5,0.10099999999999999,10.0,0.0,0.318,0.523,0.057999999999999996,21352000000.0,172330000.0,4.8,7.5,0.0,123.9,9.0,32420.0,7100.0,1960.0,14
PHNXM,0.13,0.040999999999999995,0.052000000000000005,979.5,466.3,0.0,0.4,24.6,0.23,2.0,0.0,0.069,0.659,0.042,96387000000.0,144910000.0,23.5,27.1,0.0,665.2,12.0,8578.0,15392000.0,1905.0,5
PIDI,0.069,0.063,0.066,1709.9,1186.1,0.0,0.4,16.4,0.157,1.0,0.006,0.107,0.695,0.035,755148000000.0,512659999.99999994,71.2,89.9,0.0,1473.0,14.0,44398.0,800.0,1965.0,2
PIIN,0.154,0.797,0.078,2154.4,973.7,0.0,0.2,34.7,0.191,1.0,0.0,0.151,0.584,0.07400000000000001,282946000000.0,136580000.0,56.2,59.8,0.0,2071.7,9.0,8041.0,200.0,1960.0,13
PIRLS,0.122,-0.135,-0.07,110.9,38.0,0.0,1.4,12.1,0.0,10.0,0.0,0.25,0.75,0.0,1624000000.0,28400000.0,6.3,4.7,0.0,57.2,12.0,4630.0,2400.0,1969.0,14
PLLB,0.434,0.547,0.087,634.5,271.0,0.0,0.5,38.6,0.086,10.0,0.0,0.259,0.27699999999999997,0.37799999999999995,35969000000.0,59650000.0,14.9,15.6,0.0,603.0,35.0,56241.0,1300.0,1980.0,5
PLNG,0.036000000000000004,0.016,-0.018000000000000002,302.0,170.8,0.0,4.0,18.0,0.221,10.0,0.0,0.24600000000000002,0.5,0.032,374850000000.0,1500000000.0,14.2,13.9,0.0,249.9,17.0,328195.0,1500.0,1998.0,10
PNB,0.049,-0.46399999999999997,0.086,69.6,26.3,0.0,0.0,1.8,0.172,2.0,0.0,0.053,0.589,0.187,65373000000.0,1854560000.0,3.1,19.4,0.0,35.3,4.0,215441.0,38800.0,1895.0,5
PNTR,0.38,-0.302,0.106,29.6,7.6,0.0,0.0,0.2,0.209,2.0,0.0,0.22399999999999998,0.484,0.084,55306000000.0,3107060000.0,7.3,109.1,0.674,17.8,40.0,51581.0,32900.0,1987.0,5
POLN,0.195,2.07,0.098,2195.7,685.0,0.0,0.1,81.7,0.08,10.0,0.0,0.4,0.38799999999999996,0.132,107441000000.0,48960000.0,61.4,26.9,0.155,2194.6,9.0,94061.0,1300.0,1998.0,5
POME,0.132,1.305,0.079,456.9,179.6,0.0,0.5,10.5,0.049,5.0,0.003,0.46399999999999997,0.484,0.0,37624000000.0,88230000.0,37.1,40.7,0.0,426.5,16.0,3155.0,300.0,0.0,5
PONA,0.129,0.213,0.019,181.0,46.8,0.0,0.4,22.8,0.0,10.0,0.0,0.433,0.5670000000000001,0.0,4553000000.0,31000000.0,4.3,6.4,0.0,146.9,12.0,1882.0,5100.0,1991.0,14
PPRD,0.381,0.38799999999999996,0.23600000000000002,336.0,165.0,0.0,1.0,21.4,0.013999999999999999,2.0,0.638,0.24600000000000002,0.0,0.053,22377000000.0,72710000.0,18.6,14.4,0.0,307.8,31.0,14794.0,11500.0,1950.0,14
PRAJ,0.19,-0.256,0.109,129.7,43.0,0.0,0.6,3.8,0.06,2.0,0.0,0.44299999999999995,0.335,0.162,14117000000.0,184780000.0,15.5,20.0,0.0,76.4,6.0,110003.0,3500.0,1985.0,14
PRCE,0.23600000000000002,0.478,0.077,128.9,44.9,0.0,0.8,13.8,0.205,2.0,0.071,0.218,0.37200000000000005,0.134,42010000000.0,349500000.0,3.5,8.7,0.184,120.2,17.0,40387.0,1000.0,1974.0,5
PREN,0.215,0.0,0.042,8.6,3.6,0.0,0.0,-0.1,0.023,10.0,0.0,0.649,0.32899999999999996,0.0,451000000.0,69940000.0,-4.6,-110.8,0.168,6.5,12.0,19090.0,8000.0,1086.0,14
PRISM,0.244,-0.32899999999999996,0.188,92.0,25.8,0.0,0.9,1.1,0.03,10.0,0.0,0.142,0.7490000000000001,0.079,28767000000.0,503360000.0,9.4,51.0,0.0,57.2,7.0,94603.0,100.0,1992.0,14
PRKI,0.457,0.27699999999999997,0.051,64.8,18.6,0.0,3.0,16.8,0.035,10.0,0.0,0.469,0.465,0.032,6536000000.0,134490000.0,1.0,2.9,0.392,48.6,43.0,48667.0,300.0,1980.0,14
PRMC,0.45299999999999996,0.006999999999999999,0.271,10.5,5.0,0.002,0.0,2.4,0.001,2.0,0.0,0.474,0.515,0.008,1142000000.0,125330000.0,87.8,3.7,1.0,9.1,46.0,32559.0,1500.0,1978.0,14
PRMI,-0.212,1.339,0.061,132.2,34.0,0.0,1.1,-26.7,0.0,1.0,0.0,0.593,0.386,0.021,8600000000.0,94500000.0,10.6,-3.4,0.0,91.0,2.0,24996.0,192300.0,1972.0,14
PROC,-0.055,0.023,0.012,12699.9,8500.0,0.0,0.4,130.8,0.024,10.0,0.687,0.147,0.019,0.12300000000000001,330281000000.0,32460000.0,77.4,77.8,0.0,10175.0,14.0,22617.0,0.0,1964.0,13
PRSE,0.013999999999999999,0.48,0.12,53.2,24.4,0.0,0.0,6.5,0.019,5.0,0.0,0.98,0.0,0.002,1350000000.0,26470000.0,10.1,7.9,0.0,51.0,30.0,25229.0,100.0,1982.0,14
PSB,-0.039,-0.321,0.046,23.1,9.2,0.0,0.0,-24.5,0.018000000000000002,10.0,0.0,0.078,0.7959999999999999,0.10800000000000001,5426000000.0,400410000.0,0.5,-0.6,0.0,13.6,4.0,150895.0,159100.0,1980.0,14
PSLH,1.237,0.28800000000000003,0.23199999999999998,0.9,0.3,0.0,0.0,-9.6,0.013000000000000001,10.0,0.0,0.447,0.212,0.32899999999999996,84000000.0,98940000.0,0.0,-0.1,1.0,0.9,6.0,32419.0,6800.0,1987.0,14
PSPR,0.086,-0.122,0.125,576.9,233.8,0.0,1.1,28.2,0.013000000000000001,10.0,0.0,0.27,0.73,0.27,16110000000.0,36000000.0,14.2,15.9,0.0,447.5,12.0,11120.0,800.0,0.0,14
PTAR,0.235,0.7659999999999999,0.19899999999999998,157.4,74.0,0.0,1.6,22.3,0.0,10.0,0.0,0.54,0.46,0.0,811000000.0,5070000.0,7.2,7.2,0.0,160.0,6.0,6798.0,2200.0,1992.0,14
PTC,0.254,0.09,0.11199999999999999,68.5,32.4,0.0,6.4,10.3,0.245,10.0,0.0,0.21600000000000003,0.162,0.377,18367000000.0,296000000.0,3.7,6.0,0.0,62.1,38.0,152490.0,8300.0,1999.0,14
PUNL,0.111,0.475,0.028999999999999998,3.1,0.8,0.0,0.0,-106.4,0.077,2.0,0.23199999999999998,0.48700000000000004,0.139,0.065,598000000.0,332100000.0,0.5,-0.0,0.672,1.8,6.0,378219.0,800.0,1988.0,14
PURVA,0.225,-0.111,0.044000000000000004,79.6,28.7,0.0,2.0,3.9,0.099,5.0,0.0,0.061,0.75,0.09,12071000000.0,237150000.0,9.3,13.2,0.0,50.9,12.0,23965.0,8800.0,1986.0,14
PVR,0.18600000000000003,-0.146,0.06,2082.7,706.5,0.0,0.2,6.4,0.152,10.0,0.0,0.35100000000000003,0.31,0.187,54128000000.0,41390000.0,14.2,205.6,0.02,1307.8,27.0,14438.0,4700.0,1997.0,5
RAJEX,0.021,-0.33299999999999996,0.035,802.0,441.0,0.0,0.2,40.8,0.163,1.0,0.0,0.266,0.5379999999999999,0.034,141282000000.0,295260000.0,10.6,11.7,0.0,478.5,20.0,31480.0,2100.0,1994.0,6
RAJTV,0.11199999999999999,0.102,0.005,52.9,28.1,0.0,0.3,1.2,0.001,5.0,0.0,0.312,0.6859999999999999,0.001,1963000000.0,51920000.0,16.8,30.9,0.07,37.8,27.0,7718.0,0.0,1994.0,14
RALL,0.027000000000000003,0.945,0.042,324.6,127.1,0.0,0.8,9.6,0.138,1.0,0.0,0.298,0.501,0.064,59362000000.0,194470000.0,29.6,31.9,0.0,305.3,19.0,22520.0,8400.0,1948.0,5
RAMS,0.049,-0.187,0.077,885.0,390.0,0.0,0.7,8.7,0.0,10.0,0.0,0.46799999999999997,0.532,0.0,4523000000.0,7370000.0,9.6,70.6,0.0,613.8,47.0,5045.0,2100.0,1938.0,14
RAUT,0.156,-0.11,0.024,54.0,16.0,0.0,2.5,1.2,0.0,1.0,0.001,0.499,0.5,0.0,4363000000.0,135290000.0,4.1,26.2,0.67,32.3,2.0,39103.0,16600.0,1986.0,14
RBL,0.024,-0.502,0.021,413.7,101.6,0.03,1.2,9.9,0.271,10.0,0.0,1.0,0.455,0.19399999999999998,95174000000.0,508280000.0,3.3,18.8,0.0,187.3,4.0,194231.0,24500.0,1943.0,5
RCAP,-0.025,-0.718,-0.05,38.6,3.7,0.003,109.3,-28.1,0.195,10.0,0.0,0.184,0.541,0.077,2541000000.0,246980000.0,0.2,-0.4,0.331,10.3,15.0,1056706.0,18200.0,1986.0,14
RCFL,0.049,0.309,0.068,60.0,22.1,0.0,1.5,3.8,0.023,10.0,0.0,0.096,0.8,0.081,28715000000.0,551690000.0,9.9,13.8,0.0,52.1,9.0,82087.0,15600.0,1978.0,14
RCOM,-0.332,1.615,0.004,4.3,0.6,0.003,0.0,-3.9,0.08,5.0,0.0,0.146,0.679,0.094,6247000000.0,2488970000.0,-13.3,-0.6,0.139,2.5,45.0,1879525.0,289100.0,1997.0,14
RDKH,0.038,0.282,0.045,439.0,220.0,0.0,0.3,17.1,0.196,2.0,0.0,0.305,0.405,0.094,54353000000.0,133039999.99999999,23.6,23.9,0.221,408.6,5.0,37115.0,200.0,1943.0,5
REC,0.049,-0.218,0.012,157.3,79.0,0.0,8.2,29.3,0.192,10.0,0.0,0.057999999999999996,0.6559999999999999,0.09300000000000001,220697000000.0,1974920000.0,4.0,3.8,0.0,111.8,24.0,215638.0,4000.0,1969.0,6
REDTN,0.23399999999999999,0.061,-0.067,139.9,60.0,0.0,2.7,13.4,0.373,2.0,0.21,0.341,0.0,0.075,47984000000.0,399700000.0,8.8,9.0,0.0,120.1,30.0,14740.0,300.0,1961.0,5
REDY,0.102,0.745,-0.009000000000000001,4754.3,2495.4,0.185,0.4,114.5,0.353,5.0,0.0,0.153,0.255,0.054000000000000006,741983000000.0,165710000.0,24.4,39.1,0.0,4477.6,35.0,75885.0,700.0,1984.0,2
REHF,0.215,-0.498,0.222,365.5,90.8,0.0,1.4,37.9,0.301,10.0,0.0,0.162,0.373,0.165,10013000000.0,62350000.0,4.8,4.2,0.0,160.6,30.0,12020.0,42900.0,0.0,14
REIND,0.049,0.038,0.023,112.1,67.9,0.0,0.1,0.7,0.043,1.0,0.0,0.312,0.604,0.040999999999999995,25984000000.0,266910000.00000003,27.1,134.1,0.0,97.4,37.0,1602.0,8200.0,1982.0,14
RELI,-0.02,0.6779999999999999,0.006,2198.7,867.4,0.032,0.3,65.5,0.188,10.0,0.0,0.20199999999999999,0.452,0.126,13683886000000.0,6503130000.0,20.6,32.1,0.0,2104.2,17.0,2790842.0,19700.0,1966.0,7
RELIG,-0.084,0.39,0.069,60.6,17.2,0.0,0.0,-7.6,0.153,10.0,0.0,0.32899999999999996,0.509,0.009000000000000001,6456000000.0,178330000.0,-0.5,-4.7,0.6829999999999999,36.2,30.0,26518.0,1000.0,1984.0,14
RELXO,0.034,0.46299999999999997,-0.0,830.2,424.0,0.0,0.1,8.1,0.011000000000000001,1.0,0.0,0.239,0.75,0.0,158877000000.0,248250000.0,66.8,79.2,0.0,640.0,14.0,3357.0,0.0,1984.0,6
RENSU,0.308,0.698,0.129,12.5,3.2,0.0,0.0,-4.1,0.083,1.0,0.27899999999999997,0.306,0.276,0.055999999999999994,10486000000.0,928810000.0,-0.8,-2.8,0.215,11.3,44.0,207877.0,32900.0,1995.0,14
RINF,-0.016,0.8009999999999999,0.032,479.7,164.0,0.0,0.7,5.3,0.0,10.0,0.0,0.544,0.45399999999999996,0.002,6427000000.0,15100000.0,29.2,81.1,0.0,425.6,12.0,101744.0,500.0,1986.0,14
RJSP,0.212,-0.16,0.235,130.0,55.6,0.0,2.2,-6.8,0.0,10.0,0.213,0.41100000000000003,0.301,0.075,2096000000.0,23550000.0,2.1,-13.0,0.0,89.0,47.0,12919.0,0.0,1960.0,14
ROCH,0.515,0.528,0.17,98.3,32.4,0.0,2.3,3.8,0.0,10.0,0.0,0.20199999999999999,0.71,0.08800000000000001,2358000000.0,27400000.0,8.6,22.9,0.98,86.1,22.0,18380.0,1000.0,1973.0,14
ROLT,0.252,0.063,-0.027999999999999997,7.7,1.8,0.006999999999999999,0.0,-239.7,0.13,10.0,0.0,0.32799999999999996,0.511,0.025,1109000000.0,165270000.0,0.7,-0.0,0.152,6.7,42.0,129313.0,53300.0,1989.0,14
RPWR,0.005,0.182,-0.026000000000000002,5.2,1.0,0.0,0.0,-15.2,0.055,10.0,0.0,0.141,0.75,0.054000000000000006,10407000000.0,2805130000.0,0.6,-0.2,0.226,3.7,38.0,3866361.0,41900.0,1995.0,14
RTME,0.129,0.28800000000000003,0.048,1383.5,715.6,0.0,0.8,65.8,0.12300000000000001,2.0,0.0,0.272,0.6,0.005,55141000000.0,46730000.0,17.5,17.9,0.013999999999999999,1180.0,28.0,8901.0,100.0,1985.0,5
RUBY,0.248,0.426,0.013000000000000001,262.6,112.3,0.0,0.9,11.8,0.0,5.0,0.0,0.251,0.7490000000000001,0.0,3188000000.0,16719999.999999998,10.1,16.2,0.0,190.7,47.0,5910.0,3300.0,1917.0,14
RUPA,0.41600000000000004,0.335,0.063,251.0,101.9,0.0,1.3,9.6,0.0,1.0,0.0,0.251,0.7490000000000001,0.0,17729000000.0,79520000.0,19.9,23.1,0.0,223.0,47.0,1989.0,2500.0,1985.0,14
RUSO,-0.132,129.08100000000002,-0.067,1535.0,3.3,0.0,0.0,259.3,0.172,2.0,0.0,0.268,0.5589999999999999,0.001,189338000000.0,295840000.0,-3.4,2.5,0.154,640.0,5.0,30556.0,600.0,1986.0,6
RYMD,0.153,-0.493,0.083,838.0,209.5,0.013000000000000001,1.0,8.2,0.069,10.0,0.0,0.38799999999999996,0.402,0.128,17852000000.0,61380000.0,4.7,35.6,0.0,290.9,47.0,108613.0,1700.0,1925.0,14
SAEL,0.165,-0.542,0.17,148.4,23.4,0.0,1.8,5.0,0.156,1.0,0.0,0.105,0.479,0.26,9611000000.0,171480000.0,2.8,11.3,0.301,56.1,6.0,9610.0,8000.0,1988.0,14
SAIL,0.22399999999999998,0.318,0.078,51.9,20.2,0.0,1.2,4.9,0.059000000000000004,10.0,0.0,0.033,0.8,0.10800000000000001,173689000000.0,4130529999.9999995,3.2,8.6,0.0,42.1,43.0,382428.0,37300.0,1973.0,6
SASK,0.345,0.281,0.02,669.3,342.2,0.0,1.0,28.6,0.028999999999999998,10.0,0.026000000000000002,0.5,0.33799999999999997,0.106,17638000000.0,27560000.0,19.9,22.4,0.0,640.0,42.0,28745.0,0.0,1989.0,14
SAUC,0.025,0.19699999999999998,0.024,57.4,23.0,0.0,0.0,2.0,0.0,0.0,0.353,0.214,0.285,0.147,2204000000.0,51190000.0,122.4,21.1,0.0,43.1,7.0,0.0,31800.0,0.0,14
SAWP,0.204,-0.031,0.077,102.7,40.0,0.0,2.0,16.6,0.18100000000000002,2.0,0.114,0.237,0.348,0.11900000000000001,18894000000.0,276230000.0,1.6,4.1,0.0,68.4,6.0,36525.0,2100.0,1984.0,14
SBI,0.061,-0.273,0.055,351.0,149.6,0.021,0.0,21.1,0.09699999999999999,1.0,0.0,0.087,0.586,0.209,1580890000000.0,7762780000.0,1.3,9.7,0.0,203.7,4.0,855889.0,112200.0,1955.0,1
SBPR,0.435,-0.146,0.233,15.5,5.0,0.0,0.0,3.9,0.0,2.0,0.0,0.40399999999999997,0.595,0.0,421000000.0,36650000.0,0.8,2.9,0.0,11.5,12.0,5825.0,500.0,1981.0,14
SCLAY,0.18,0.022000000000000002,0.126,2334.8,970.5,0.0,0.5,1.5,0.0,5.0,0.0,0.105,0.75,0.145,143960000000.0,75880000.0,11.2,1296.9,0.0,1897.2,2.0,15642.0,3400.0,1962.0,6
SENGG,0.258,0.061,0.151,220.0,100.0,0.0,0.8,7.4,0.024,1.0,0.0,0.44299999999999995,0.518,0.013999999999999999,26533000000.0,139870000.0,15.2,25.5,0.0,189.7,2.0,7034.0,2200.0,1985.0,14
SESA,0.152,-0.044000000000000004,0.009000000000000001,167.0,60.3,0.084,14.6,-16.0,0.18,1.0,0.5489999999999999,0.11199999999999999,0.0,0.075,382741000000.0,2964690000.0,2.1,-8.1,0.0,129.1,29.0,419185.0,6100.0,1965.0,10
